Code_Name;Game;ID;Type;Scene;;;;;;;;;;;
MM_GROTTO_COW_FIELD; mm; 0x1000d; grotto;;;;MM Termina Field; reverse; MM_GROTTO_EXIT_COW_FIELD; debug;MM_GROTTO; Cow Field;;;
MM_GROTTO_COW_COAST; mm; 0x1000e; grotto;;;;MM GBC Near Cow Grotto; reverse; MM_GROTTO_EXIT_COW_COAST; debug;MM_GROTTO; Cow Coast;;;
MM_GROTTO_GOSSIPS_MOUNTAIN; mm; 0x1430; grotto;;;;MM Termina Field; reverse; MM_GROTTO_EXIT_GOSSIPS_MOUNTAIN; debug;MM_GROTTO; Gossips (Mountain);;;
MM_GROTTO_GOSSIPS_CANYON; mm; 0x1420; grotto;;;;MM Termina Field; reverse; MM_GROTTO_EXIT_GOSSIPS_CANYON; debug;MM_GROTTO; Gossips (Canyon);;;
MM_GROTTO_GOSSIPS_OCEAN; mm; 0x1400; grotto;;;;MM Termina Field; reverse; MM_GROTTO_EXIT_GOSSIPS_OCEAN; debug;MM_GROTTO; Gossips (Ocean);;;
MM_GROTTO_GOSSIPS_SWAMP; mm; 0x1410; grotto;;;;MM Termina Field; reverse; MM_GROTTO_EXIT_GOSSIPS_SWAMP; debug;MM_GROTTO; Gossips (Swamp);;;
MM_GROTTO_DODONGO; mm; 0x1470; grotto;;;;MM Termina Field; reverse; MM_GROTTO_EXIT_DODONGO; debug;MM_GROTTO; Dodongo;;;
MM_GROTTO_SCRUB; mm; 0x1490; grotto;;;;MM Termina Field; reverse; MM_GROTTO_EXIT_SCRUB; debug;MM_GROTTO; Scrub;;;
MM_GROTTO_PEAHAT; mm; 0x14d0; grotto;;;;MM Termina Field; reverse; MM_GROTTO_EXIT_PEAHAT; debug;MM_GROTTO; Peahat;;;
MM_GROTTO_BIO_BABA; mm; 0x14b0; grotto;;;;MM Termina Field; reverse; MM_GROTTO_EXIT_BIO_BABA; debug;MM_GROTTO; Bio Baba;;;
MM_GROTTO_HOT_WATER; mm; 0x1450; grotto;;;;MM Twin Islands; reverse; MM_GROTTO_EXIT_HOT_WATER; debug;MM_GROTTO; Hot Water;;;
MM_GROTTO_BEAN; mm; 0x14c0; grotto;;;;MM Deku Palace Near Beans Grotto; reverse; MM_GROTTO_EXIT_BEAN; debug;MM_GROTTO; Bean;;;
MM_GROTTO_DEKU_PLAYGROUND; mm; 0x3600; grotto;;;;MM Clock Town North; reverse; MM_GROTTO_EXIT_DEKU_PLAYGROUND; debug;MM_GROTTO; Deku Playground;;;
MM_GROTTO_JP_CLIMB_LEFT; mm; 0x14f0; grotto;MM_DEKU_PALACE; areas;MM Deku Palace Near JP Grotto Climb Left;  'MM JP Grotto Climb Left; debug;MM_GROTTO; JP Climb Left; reverse; MM_GROTTO_EXIT_JP_CLIMB_LEFT;;;
MM_GROTTO_JP_CLIMB_RIGHT; mm; 0x1480; grotto;MM_DEKU_PALACE; areas;MM Deku Palace Near JP Grotto Climb Right; MM JP Grotto Climb Right; debug;MM_GROTTO; JP Climb Right; reverse; MM_GROTTO_EXIT_JP_CLIMB_RIGHT;;;
MM_GROTTO_JP_LINE_START; mm; 0x14e0; grotto;MM_DEKU_PALACE; areas;MM Deku Palace Near JP Grotto Line Start;  'MM JP Grotto Line Start; debug;MM_GROTTO; JP Line Start; reverse; MM_GROTTO_EXIT_JP_LINE_START;;;
MM_GROTTO_JP_LINE_END; mm; 0x1460; grotto;MM_DEKU_PALACE; areas;MM Deku Palace Corner Ledge Top; MM JP Grotto Line End; debug;MM_GROTTO; JP Line End; reverse; MM_GROTTO_EXIT_JP_LINE_END;;;
MM_GRAVE_NIGHT1; mm; 0x0a10; grave;MM_GRAVEYARD; areas;MM Ikana Graveyard; MM Beneath The Graveyard Night 1; reverse; MM_GRAVE_EXIT_NIGHT1; debug;MM_GROTTO; Grave Night 1;;;
MM_GRAVE_NIGHT2; mm; 0x0a00; grave;MM_GRAVEYARD; areas;MM Ikana Graveyard; MM Beneath The Graveyard Night 2; reverse; MM_GRAVE_EXIT_NIGHT2; debug;MM_GROTTO; Grave Night 2;;;
MM_GRAVE_NIGHT3; mm; 0x5a00; grave;MM_GRAVEYARD; areas;MM Ikana Graveyard; MM Beneath The Graveyard Night 3; reverse; MM_GRAVE_EXIT_NIGHT3; debug;MM_GROTTO; Grave Night 3;;;
MM_GROTTO_EXIT_GENERIC_FIELD_PILLAR; mm; 0x10100; grotto-exit;NONE; areas;MM Pillar Grotto; MM Termina Field; reverse; MM_GROTTO_GENERIC_FIELD_PILLAR;;;;;;
MM_GROTTO_EXIT_GENERIC_GRASS; mm; 0x10101; grotto-exit;NONE; areas;MM Grass Grotto; MM Termina Field; reverse; MM_GROTTO_GENERIC_GRASS;;;;;;
MM_GROTTO_EXIT_GENERIC_PATH_SWAMP; mm; 0x10102; grotto-exit;NONE; areas;MM Road to Southern Swamp Grotto; MM Road to Southern Swamp; reverse; MM_GROTTO_GENERIC_PATH_SWAMP;;;;;;
MM_GROTTO_EXIT_GENERIC_WOODS; mm; 0x10103; grotto-exit;NONE; areas;MM Woods of Mystery Grotto; MM Near Woods of Mystery Grotto; reverse; MM_GROTTO_GENERIC_WOODS;;;;;;
MM_GROTTO_EXIT_GENERIC_SWAMP; mm; 0x10104; grotto-exit;NONE; areas;MM Southern Swamp Grotto; MM Near Swamp Grotto; reverse; MM_GROTTO_GENERIC_SWAMP;;;;;;
MM_GROTTO_EXIT_GENERIC_MOUNTAIN_VILLAGE; mm; 0x10105; grotto-exit;NONE; areas;MM Mountain Village Grotto; MM Near Village Grotto; reverse; MM_GROTTO_GENERIC_MOUNTAIN_VILLAGE;;;;;;
MM_GROTTO_EXIT_GENERIC_TWIN_ISLANDS; mm; 0x10106; grotto-exit;NONE; areas;MM Twin Islands Ramp Grotto; MM Near Ramp Grotto; reverse; MM_GROTTO_GENERIC_TWIN_ISLANDS;;;;;;
MM_GROTTO_EXIT_GENERIC_PATH_SNOWHEAD; mm; 0x10107; grotto-exit;NONE; areas;MM Path to Snowhead Grotto; MM Path to Snowhead Back; reverse; MM_GROTTO_GENERIC_PATH_SNOWHEAD;;;;;;
MM_GROTTO_EXIT_GENERIC_GREAT_BAY_COAST; mm; 0x10108; grotto-exit;NONE; areas;MM Great Bay Grotto; MM Great Bay Coast; reverse; MM_GROTTO_GENERIC_GREAT_BAY_COAST;;;;;;
MM_GROTTO_EXIT_GENERIC_ZORA_CAPE; mm; 0x10109; grotto-exit;NONE; areas;MM Zora Cape Grotto; MM Zora Cape; reverse; MM_GROTTO_GENERIC_ZORA_CAPE;;;;;;
MM_GROTTO_EXIT_GENERIC_PATH_IKANA; mm; 0x1010a; grotto-exit;NONE; areas;MM Road to Ikana Grotto; MM Road to Ikana Front; reverse; MM_GROTTO_GENERIC_PATH_IKANA;;;;;;
MM_GROTTO_EXIT_GENERIC_GRAVEYARD; mm; 0x1010b; grotto-exit;NONE; areas;MM Ikana Graveyard Grotto; MM Ikana Graveyard; reverse; MM_GROTTO_GENERIC_GRAVEYARD;;;;;;
MM_GROTTO_EXIT_GENERIC_VALLEY; mm; 0x1010c; grotto-exit;NONE; areas;MM Ikana Valley Grotto; MM Ikana Valley Near Secret Shrine; reverse; MM_GROTTO_GENERIC_VALLEY;;;;;;
MM_GROTTO_EXIT_COW_FIELD; mm; 0x1010d; grotto-exit;NONE; areas;MM Termina Field Cow Grotto; MM Termina Field; reverse; MM_GROTTO_COW_FIELD;;;;;;
MM_GROTTO_EXIT_COW_COAST; mm; 0x1010e; grotto-exit;NONE; areas;MM Great Bay Cow Grotto; MM GBC Near Cow Grotto; reverse; MM_GROTTO_COW_COAST;;;;;;
MM_GROTTO_EXIT_GOSSIPS_MOUNTAIN; mm; 0x1010f; grotto-exit;NONE; areas;MM Mountain Gossip Grotto; MM Termina Field; reverse; MM_GROTTO_GOSSIPS_MOUNTAIN;;;;;;
MM_GROTTO_EXIT_GOSSIPS_CANYON; mm; 0x10110; grotto-exit;NONE; areas;MM Canyon Gossip Grotto; MM Termina Field; reverse; MM_GROTTO_GOSSIPS_CANYON;;;;;;
MM_GROTTO_EXIT_GOSSIPS_OCEAN; mm; 0x10111; grotto-exit;NONE; areas;MM Ocean Gossip Grotto; MM Termina Field; reverse; MM_GROTTO_GOSSIPS_OCEAN;;;;;;
MM_GROTTO_EXIT_GOSSIPS_SWAMP; mm; 0x10112; grotto-exit;NONE; areas;MM Swamp Gossip Grotto; MM Termina Field; reverse; MM_GROTTO_GOSSIPS_SWAMP;;;;;;
MM_GROTTO_EXIT_DODONGO; mm; 0x10113; grotto-exit;NONE; areas;MM Dodongo Grotto; MM Termina Field; reverse; MM_GROTTO_DODONGO;;;;;;
MM_GROTTO_EXIT_SCRUB; mm; 0x10114; grotto-exit;NONE; areas;MM Scrub Grotto; MM Termina Field; reverse; MM_GROTTO_SCRUB;;;;;;
MM_GROTTO_EXIT_PEAHAT; mm; 0x10115; grotto-exit;NONE; areas;MM Peahat Grotto; MM Termina Field; reverse; MM_GROTTO_PEAHAT;;;;;;
MM_GROTTO_EXIT_BIO_BABA; mm; 0x10116; grotto-exit;NONE; areas;MM Bio Baba Grotto; MM Termina Field; reverse; MM_GROTTO_BIO_BABA;;;;;;
MM_GROTTO_EXIT_HOT_WATER; mm; 0x10117; grotto-exit;NONE; areas;MM Twin Islands Frozen Grotto; MM Twin Islands; reverse; MM_GROTTO_HOT_WATER;;;;;;
MM_GROTTO_EXIT_BEAN; mm; 0x5090; grotto-exit;NONE; areas;MM Deku Palace Beans Grotto; MM Deku Palace Near Beans Grotto; reverse; MM_GROTTO_BEAN;;;;;;
MM_GROTTO_EXIT_DEKU_PLAYGROUND; mm; 0xd640; grotto-exit;NONE; areas;MM Deku Playground; MM Clock Town North; reverse; MM_GROTTO_DEKU_PLAYGROUND;;;;;;
MM_GROTTO_EXIT_JP_CLIMB_LEFT; mm; 0x5060; grotto-exit;NONE; areas;MM JP Grotto Climb Left; MM Deku Palace Near JP Grotto Climb Left; reverse; MM_GROTTO_JP_CLIMB_LEFT;;;;;;
MM_GROTTO_EXIT_JP_CLIMB_RIGHT; mm; 0x50a0; grotto-exit;NONE; areas;MM JP Grotto Climb Right; MM Deku Palace Near JP Grotto Climb Right; reverse; MM_GROTTO_JP_CLIMB_RIGHT;;;;;;
MM_GROTTO_EXIT_JP_LINE_START; mm; 0x5070; grotto-exit;NONE; areas;MM JP Grotto Line Start; MM Deku Palace Near JP Grotto Line Start;reverse; MM_GROTTO_JP_LINE_START;;;;;;
MM_GROTTO_EXIT_JP_LINE_END; mm; 0x5080; grotto-exit;NONE; areas;MM JP Grotto Line End; MM Deku Palace Corner Ledge Top; reverse; MM_GROTTO_JP_LINE_END;;;;;;
MM_GRAVE_EXIT_NIGHT1; mm; 0x8030; grave-exit;MM_BENEATH_GRAVEYARD; areas;MM Beneath The Graveyard Night 1; MM Ikana Graveyard; reverse; MM_GRAVE_NIGHT1;;;;;;
MM_GRAVE_EXIT_NIGHT2; mm; 0x8020; grave-exit;MM_BENEATH_GRAVEYARD; areas;MM Beneath The Graveyard Night 2; MM Ikana Graveyard; reverse; MM_GRAVE_NIGHT2;;;;;;
MM_GRAVE_EXIT_NIGHT3; mm; 0x8010; grave-exit;MM_BENEATH_GRAVEYARD_DAMPE; areas;MM Beneath The Graveyard Night 3 Fake Exit; MM Ikana Graveyard; reverse; MM_GRAVE_NIGHT3;;;;;;
MM_VOID_GREAT_BAY; mm; 0x6820; one-way-water-void;NONE; areas;MM Great Bay Coast Water Void; MM VOID};;;;;;;;
MM_VOID_GREAT_BAY_BY_PINNACLE_ROCK; mm; 0x6860; one-way-water-void;NONE; areas;MM Great Bay Coast Near Pinnacle Water Void; MM VOID};;;;;;;;
MM_VOID_ZORA_CAPE; mm; 0x6a30; one-way-water-void;NONE; areas;MM Zora Cape Water Void; MM VOID};;;;;;;;
MM_VOID_PINNACLE_ROCK; mm; 0x4410; one-way-water-void;NONE; areas;MM Pinnacle Rock Water Void; MM VOID};;;;;;;;
MM_MOON; mm; 0xc800; none;COMMON;;;;;;;;;;;
MM_CLOCK_TOWN_FROM_SONG_OF_TIME; mm; 0x1c00; none;;;;;;;;;;;;
MM_CLOCK_TOWER_MOON_CRASH; mm; 0xc030; none;;;;;;;;;;;;
MM_CLOCK_TOWN_FROM_CLOCK_TOWER; mm; 0xd800; indoors-link;NONE; areas;MM Clock Tower; MM Clock Town From Clock Tower; flags;no-sot; reverse; MM_CLOCK_TOWER_FROM_CLOCK_TOWN; debug;COMMON; Clock Town;
MM_CLOCK_TOWER_FROM_CLOCK_TOWN; mm; 0xc010; none;MM_CLOCK_TOWN; areas;MM Clock Town Near Clock Tower; MM Clock Tower; reverse; MM_CLOCK_TOWN_FROM_CLOCK_TOWER;;;;;;
MM_COAST_FROM_MIKAU_CS; mm; 0x68a0; none;;;;;;;;;;;;
MM_GROTTO_TYPE_GENERIC; mm; 0x1440; none;;;;;;;;;;;;
MM_GROTTO_TYPE_COW; mm; 0x14a0; none;;;;;;;;;;;;
MM_IKANA_GRAVEYARD_FROM_DAMPE; mm; 0x8040; none;;;;;;;;;;;;
MM_MILK_ROAD_FROM_RANCH2; mm; 0x3e50; none;;;;;;;;;;;;
MM_MILK_ROAD_FROM_GORMAN_TRACK2; mm; 0x3e60; none;;;;;;;;;;;;
MM_GORMAN_TRACK_UNK2; mm; 0xce10; none;;;;;;;;;;;;
MM_GORMAN_TRACK_UNK3; mm; 0xce20; none;;;;;;;;;;;;
MM_GORMAN_TRACK_UNK5; mm; 0xce40; none;;;;;;;;;;;;
MM_GORMAN_TRACK_UNK6; mm; 0xce50; none;;;;;;;;;;;;
MM_GORON_RACETRACK_ALT; mm; 0xd010; none;;;;;;;;;;;;
MM_INTERNAL_EXIT_GROTTO; mm; 0xffff; none;;;;;;;;;;;;
MM_LOST_WOODS; mm; 0xc400; none;MM_LOST_WOODS;;;;;;;;;;;
